"#","GUID","DateLastUpdated","Label","prefLabel","IE Class","InformationElement:ActedUpon","InformationElement:Consulted","Parameters","Specification","AuthoritiesDefaults","Description","Criterion Label","Type","Resource Type","Dimension","Criterion","Enhancement","Examples","Source","References","Example Implementations (Mechanisms)","Link to Specification Source Code","Notes","IssueState","IssueLabels","UseCases"
"295","2fea4571-92d0-48a5-a5ba-6caecd647862","2024-09-27","MULTIRECORD_MEASURE_QA_OCCURRENCESTATUS_STANDARD","Measurement over MultiRecord for QualityAssurance of Validation dwc:occurrenceStatus Standard","dwc:Occurrence","bdq:VALIDATION_OCCURRENCESTATUS_STANDARD.Response","","","COMPLETE if every VALIDATION_OCCURRENCESTATUS_STANDARD in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","bdq:sourceAuthority default = ""GBIF OccurrenceStatus Vocabulary"" [https://api.gbif.org/v1/vocabularies/OccurrenceStatus]} {""dwc:occurrenceStatus vocabulary API"" [https://api.gbif.org/v1/vocabularies/OccurrenceStatus/concepts]}","Measure if all VALIDATION_OCCURRENCESTATUS_STANDARD in a record set are COMPLIANT","Conformance: standard","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation OTHER Test VOCABULARY Conformance Parameterized CORE","bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management, bdq:Biotic-Relationships"
"296","faca6558-dbff-4d26-a5cb-e11cdf632fe7","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_OCCURRENCESTATUS_STANDARD","Measurement over MultiRecord Counting Compliance of Validation dwc:occurrenceStatus Standard","dwc:Occurrence","bdq:VALIDATION_OCCURRENCESTATUS_STANDARD.Response","","","Count the number of VALIDATION_OCCURRENCESTATUS_STANDARD in the MultiRecord that have Response.result=COMPLIANT.","bdq:sourceAuthority default = ""GBIF OccurrenceStatus Vocabulary"" [https://api.gbif.org/v1/vocabularies/OccurrenceStatus]} {""dwc:occurrenceStatus vocabulary API"" [https://api.gbif.org/v1/vocabularies/OccurrenceStatus/concepts]}","Count the number of VALIDATION_OCCURRENCESTATUS_STANDARD in a record set that are COMPLIANT","Conformance: standard","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation OTHER Test VOCABULARY Conformance Parameterized CORE","bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management, bdq:Biotic-Relationships"
"295","d2922585-2070-4851-a033-15e51977f9dc","2024-09-27","MULTIRECORD_MEASURE_QA_OCCURRENCESTATUS_NOTEMPTY","Measurement over MultiRecord for QualityAssurance of Validation dwc:occurrenceStatus Not Empty","dwc:Occurrence","bdq:VALIDATION_OCCURRENCESTATUS_NOTEMPTY.Response","","","COMPLETE if every VALIDATION_OCCURRENCESTATUS_NOTEMPTY in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","","Measure if all VALIDATION_OCCURRENCESTATUS_NOTEMPTY in a record set are COMPLIANT","Completeness: notempty","Measure","MultiRecord","Completeness","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation OTHER Test Completeness CORE","bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management, bdq:Biotic-Relationships"
"296","298db0c9-a85a-41ee-b111-d622fd969d71","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_OCCURRENCESTATUS_NOTEMPTY","Measurement over MultiRecord Counting Compliance of Validation dwc:occurrenceStatus Not Empty","dwc:Occurrence","bdq:VALIDATION_OCCURRENCESTATUS_NOTEMPTY.Response","","","Count the number of VALIDATION_OCCURRENCESTATUS_NOTEMPTY in the MultiRecord that have Response.result=COMPLIANT.","","Count the number of VALIDATION_OCCURRENCESTATUS_NOTEMPTY in a record set that are COMPLIANT","Completeness: notempty","Measure","MultiRecord","Completeness","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation OTHER Test Completeness CORE","bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management, bdq:Biotic-Relationships"
"295","a2535b23-4407-40bd-b23b-30c8185d72a2","2024-09-27","MULTIRECORD_MEASURE_QA_DECIMALLATITUDE_NOTEMPTY","Measurement over MultiRecord for QualityAssurance of Validation dwc:decimalLatitude Not Empty","dcterms:Location","bdq:VALIDATION_DECIMALLATITUDE_NOTEMPTY.Response","","","COMPLETE if every VALIDATION_DECIMALLATITUDE_NOTEMPTY in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","","Measure if all VALIDATION_DECIMALLATITUDE_NOTEMPTY in a record set are COMPLIANT","Completeness: notempty","Measure","MultiRecord","Completeness","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation SPACE Test Completeness CORE","bdq:Taxon-Management, bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"296","bceae35a-52ab-4968-846f-069ace766513","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_DECIMALLATITUDE_NOTEMPTY","Measurement over MultiRecord Counting Compliance of Validation dwc:decimalLatitude Not Empty","dcterms:Location","bdq:VALIDATION_DECIMALLATITUDE_NOTEMPTY.Response","","","Count the number of VALIDATION_DECIMALLATITUDE_NOTEMPTY in the MultiRecord that have Response.result=COMPLIANT.","","Count the number of VALIDATION_DECIMALLATITUDE_NOTEMPTY in a record set that are COMPLIANT","Completeness: notempty","Measure","MultiRecord","Completeness","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation SPACE Test Completeness CORE","bdq:Taxon-Management, bdq:Alien-Species, bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"295","4cf84216-c8a7-4865-a8e1-3ffd829d5a10","2024-09-27","MULTIRECORD_MEASURE_QA_SCIENTIFICNAMEID_NOTEMPTY","Measurement over MultiRecord for QualityAssurance of Validation dwc:scientificNameID Not Empty","dwc:Taxon","bdq:VALIDATION_SCIENTIFICNAMEID_NOTEMPTY.Response","","","COMPLETE if every VALIDATION_SCIENTIFICNAMEID_NOTEMPTY in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","","Measure if all VALIDATION_SCIENTIFICNAMEID_NOTEMPTY in a record set are COMPLIANT","Completeness: notempty","Measure","MultiRecord","Completeness","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation NAME Test Completeness CORE","bdq:Alien-Species, bdq:Record-Management, bdq:Taxon-Management"
"296","a9962d33-ad08-453a-8938-2972425034c2","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_SCIENTIFICNAMEID_NOTEMPTY","Measurement over MultiRecord Counting Compliance of Validation dwc:scientificNameID Not Empty","dwc:Taxon","bdq:VALIDATION_SCIENTIFICNAMEID_NOTEMPTY.Response","","","Count the number of VALIDATION_SCIENTIFICNAMEID_NOTEMPTY in the MultiRecord that have Response.result=COMPLIANT.","","Count the number of VALIDATION_SCIENTIFICNAMEID_NOTEMPTY in a record set that are COMPLIANT","Completeness: notempty","Measure","MultiRecord","Completeness","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation NAME Test Completeness CORE","bdq:Alien-Species, bdq:Record-Management, bdq:Taxon-Management"
"297","c5c8db83-3af0-4215-806f-e2f90574b138","2024-09-27","MULTIRECORD_MEASURE_QA_GENUS_FOUND","Measurement over MultiRecord for QualityAssurance of Validation dwc:genus Found","dwc:Taxon","bdq:VALIDATION_GENUS_FOUND.Response","","","COMPLETE if every VALIDATION_GENUS_FOUND in the MultiRecord has Response.result=COMPLIANT or Response.status=INTERNAL_PREREQUISITES_NOT_MET, otherwise NOT_COMPLETE.","bdq:sourceAuthority default = ""GBIF Backbone Taxonomy"" {[https://doi.org/10.15468/39omei]} {API endpoint [https://api.gbif.org/v1/species?datasetKey=d7dddbf4-2cf0-4f39-9b2a-bb099caae36c&name=]}","Measure if all VALIDATION_GENUS_FOUND in a record set are COMPLIANT or INTERNAL_PREREQUISITES_NOT_MET (indicating some empty value)","Conformance: found","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation NAME Test VOCABULARY Conformance Parameterized CORE","bdq:Taxon-Management, bdq:Alien-Species, bdq:Record-Management, bdq:Biotic-Relationships"
"296","977f7e75-a88e-4e29-a7b1-e8cdd35aa107","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_GENUS_FOUND","Measurement over MultiRecord Counting Compliance of Validation dwc:genus Found","dwc:Taxon","bdq:VALIDATION_GENUS_FOUND.Response","","","Count the number of VALIDATION_GENUS_FOUND in the MultiRecord that have Response.result=COMPLIANT.","bdq:sourceAuthority default = ""GBIF Backbone Taxonomy"" {[https://doi.org/10.15468/39omei]} {API endpoint [https://api.gbif.org/v1/species?datasetKey=d7dddbf4-2cf0-4f39-9b2a-bb099caae36c&name=]}","Count the number of VALIDATION_GENUS_FOUND in a record set that are COMPLIANT","Conformance: found","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation NAME Test VOCABULARY Conformance Parameterized CORE","bdq:Taxon-Management, bdq:Alien-Species, bdq:Record-Management, bdq:Biotic-Relationships"
"295","a2be4734-0a93-46dc-af4a-e2125b47dbd4","2024-09-27","MULTIRECORD_MEASURE_QA_CLASSIFICATION_CONSISTENT","Measurement over MultiRecord for QualityAssurance of Validation Classification Consistent","dwc:Taxon","bdq:VALIDATION_CLASSIFICATION_CONSISTENT.Response","","","COMPLETE if every VALIDATION_CLASSIFICATION_CONSISTENT in the MultiRecord has Response.result=COMPLIANT; otherwise NOT_COMPLETE.","bdq:sourceAuthority default = ""GBIF Backbone Taxonomy"" {[https://doi.org/10.15468/39omei]} {API endpoint [https://api.gbif.org/v1/species?datasetKey=d7dddbf4-2cf0-4f39-9b2a-bb099caae36c&name=]}","Measure if all VALIDATION_CLASSIFICATION_CONSISTENT in a record set are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation NAME Test VOCABULARY Consistency Parameterized CORE","bdq:Taxon-Management, bdq:Alien-Species, bdq:Record-Management, bdq:Biotic-Relationships"
"296","a56fb342-c8ee-4611-8aab-e6c6357e8875","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_CLASSIFICATION_CONSISTENT","Measurement over MultiRecord Counting Compliance of Validation Classification Consistent","dwc:Taxon","bdq:VALIDATION_CLASSIFICATION_CONSISTENT.Response","","","Count the number of VALIDATION_CLASSIFICATION_CONSISTENT in the MultiRecord that have Response.result=COMPLIANT.","bdq:sourceAuthority default = ""GBIF Backbone Taxonomy"" {[https://doi.org/10.15468/39omei]} {API endpoint [https://api.gbif.org/v1/species?datasetKey=d7dddbf4-2cf0-4f39-9b2a-bb099caae36c&name=]}","Count the number of VALIDATION_CLASSIFICATION_CONSISTENT in a record set that are COMPLIANT","Consistency: consistent","Measure","MultiRecord","Consistency","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation NAME Test VOCABULARY Consistency Parameterized CORE","bdq:Taxon-Management, bdq:Alien-Species, bdq:Record-Management, bdq:Biotic-Relationships"
"297","85dc5d02-9847-420f-a026-6a0e70962d2a","2024-09-27","MULTIRECORD_MEASURE_QA_DAY_INRANGE","Measurement over MultiRecord for QualityAssurance of Validation dwc:day In Range","dwc:Event","bdq:VALIDATION_DAY_INRANGE.Response","","","COMPLETE if every VALIDATION_DAY_INRANGE in the MultiRecord has Response.result=COMPLIANT or Response.status=INTERNAL_PREREQUISITES_NOT_MET, otherwise NOT_COMPLETE.","","Measure if all VALIDATION_DAY_INRANGE in a record set are COMPLIANT or INTERNAL_PREREQUISITES_NOT_MET (indicating some empty value)","Conformance: inrange","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation TIME CODED Test Conformance CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"296","780480ff-8c4a-4276-aaca-cbd1248de9fa","2024-09-27","MULTIRECORD_MEASURE_COUNT_COMPLIANT_DAY_INRANGE","Measurement over MultiRecord Counting Compliance of Validation dwc:day In Range","dwc:Event","bdq:VALIDATION_DAY_INRANGE.Response","","","Count the number of VALIDATION_DAY_INRANGE in the MultiRecord that have Response.result=COMPLIANT.","","Count the number of VALIDATION_DAY_INRANGE in a record set that are COMPLIANT","Conformance: inrange","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Control, compare the Response.result of this measure with the total number of records to assess work needed on the record set.","open","TG2 Validation TIME CODED Test Conformance CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
"297","b3c2bb86-e239-4532-ae0c-b121ec1ee025","2024-09-27","MULTIRECORD_MEASURE_QA_MONTH_STANDARD","Measurement over MultiRecord for QualityAssurance of Validation dwc:month Standard","dwc:Event","bdq:VALIDATION_MONTH_STANDARD.Response","","","COMPLETE if every VALIDATION_MONTH_STANDARD in the MultiRecord has Response.result=COMPLIANT or Response.status=INTERNAL_PREREQUISITES_NOT_MET, otherwise NOT_COMPLETE.","","Measure if all VALIDATION_MONTH_STANDARD in a record set are COMPLIANT or INTERNAL_PREREQUISITES_NOT_MET (indicating some empty value)","Conformance: standard","Measure","MultiRecord","Conformance","","","","TG2","Veiga AK, Saraiva AM, Chapman AD, Morris PJ, Gendreau C, Schigel D, Robertson TJ (2017). A conceptual framework for quality assessment and management of biodiversity data. PLOS ONE 12(6): e0178731. https://doi.org/10.1371/journal.pone.0178731","","","For Quality Assurance, filter record set until this measure is COMPLETE.","open","TG2 Validation TIME CODED Test Conformance CORE","bdq:Spatial-Temporal_Patterns, bdq:Record-Management"
